Species,1,2,3,4,5,6,7,8,9,Road1,Road2,RoadGT2,RailwaySingle,RailwayDouble,Powerline,Canal,Mine,HS1,HS10,HS30,HS60,SlopeMax,TreeCoverMin,ElevMax
Sloth bear,0.2,0.8,0.8,0.9,0.85,0,0.85,0.8,0.2,0.85,0.3,0.1,0.8,0.3,0.8,0.15,0.45,0.55,0.15,0.05,0.05,45,10,2000
